Codigo,Categoria,Subcategoria,Articulo / Descripcion,Medida,Unidad de Venta,Cantidad por Caja/Paq,Precio Estimado (ARS),Precio (USD),Pagina del Catalogo
239018,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Caño Cortina - Tubular 5/8"" x 24 Unidades","Soporte Caño Cortina - Tubular 5/8"" x 24 Unidades",Bolsa,1,10000,7.04,87
239019,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Cortina - Tubular Con Tornillo 1/2"" x 24 Unid","Soporte Cortina - Tubular Con Tornillo 1/2"" x 24 Unid",Bolsa,1,9200,6.48,87
239020,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Cortina - Tubular Con Tornillo 5/8"" x 24 Unid","Soporte Cortina - Tubular Con Tornillo 5/8"" x 24 Unid",Bolsa,1,10400,7.32,87
239021,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Caño Cortina - Ménsula Simple 1/2"" x 10 Un","Soporte Caño Cortina - Ménsula Simple 1/2"" x 10 Un",Caja,1,9400,6.62,88
239022,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Caño Cortina - Ménsula Simple 5/8"" x 10 Un","Soporte Caño Cortina - Ménsula Simple 5/8"" x 10 Un",Caja,1,10000,7.04,88
239023,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Caño Cortina - Ménsula Doble 1/2"" x 10 Uni","Soporte Caño Cortina - Ménsula Doble 1/2"" x 10 Uni",Caja,1,9350,6.58,88
239024,ARTICULOS PARA COLOCAR CORTINAS,,"Soporte Caño Cortina - Ménsula Doble 5/8"" x 10 Uni","Soporte Caño Cortina - Ménsula Doble 5/8"" x 10 Uni",Caja,1,9550,6.73,88
239025,ARTICULOS PARA COLOCAR CORTINAS,,"Terminal Caño Cortina 1/2"" x 100 Unidades","Terminal Caño Cortina 1/2"" x 100 Unidades",Bolsa,1,10400,7.32,87
239026,ARTICULOS PARA COLOCAR CORTINAS,,"Terminal Caño Cortina 5/8"" x 100 Unidades","Terminal Caño Cortina 5/8"" x 100 Unidades",Bolsa,1,9250,6.51,87
239027,ARTICULOS PARA COLOCAR CORTINAS,,Varilla Chata Para Visillo - Rollo x 25 Metros,Varilla Chata Para Visillo - Rollo x 25 Metros,Rollo,1,9600,6.76,88
239028,ARTICULOS PARA COLOCAR CORTINAS,,"Varilla Chata Para Visillo x 2,20 Metros","Varilla Chata Para Visillo x 2,20 Metros",c/u,1,9450,6.65,88
239029,ARTICULOS PARA COLOCAR CORTINAS,,Soporte Para Visillo - Hierro con Tornillo x 200 Unid,,Bolsa,1,5300,3.73,88
239030,ARTICULOS PARA COLOCAR CORTINAS,,Soporte Para Visillo - Hierro a Presión x 200 Unid,,Bolsa,1,4600,3.24,88
239031,ARTICULOS PARA COLOCAR CORTINAS,,Soporte Para Visillo - Plástico c/Tornillo x 200 Unid,,Bolsa,1,5250,3.70,88
239032,ARTICULOS PARA COLOCAR CORTINAS,,"Ojal de 1/2"" - Hierro Bronceado a Presión x 144 Uni","Ojal de 1/2"" - Hierro Bronceado a Presión x 144 Uni",Bolsa,1,10100,7.11,88
239033,ARTICULOS PARA COLOCAR CORTINAS,,"Ojal de 5/8"" - Hierro Bronceado a Presión x 144 Uni","Ojal de 5/8"" - Hierro Bronceado a Presión x 144 Uni",Bolsa,1,8950,6.30,88
239034,ARTICULOS PARA COLOCAR CORTINAS,,"Ojal de 1/2"" - Plástico Cristal a Presión x 144 Unid","Ojal de 1/2"" - Plástico Cristal a Presión x 144 Unid",Bolsa,1,9700,6.83,88
239035,ARTICULOS PARA COLOCAR CORTINAS,,"Ojal de 5/8"" - Plástico Cristal a Presión x 144 Unid","Ojal de 5/8"" - Plástico Cristal a Presión x 144 Unid",Bolsa,1,9200,6.48,88
239036,ARTICULOS PARA COLOCAR CORTINAS,,Bracito Para Cortina Standard N°1 x 100 Unidades,,Bolsa,1,4600,3.24,88
239037,ARTICULOS PARA COLOCAR CORTINAS,,Bracito Para Cortina Decorativo N°3 x 24 Unidades,,Bolsa,1,5250,3.70,88
239038,ARTICULOS PARA COLOCAR CORTINAS,,Cinta Plástica Para Entretela de 45 mmx 100 Metros,Cinta Plástica Para Entretela de 45 mmx 100 Metros,Rollo,1,9000,6.34,88
239039,MANIJAS TIPO MINISTERIO PARA PUERTA,,Bronceada - % - 10,,,,37100,26.13,21
239040,MANIJAS TIPO MINISTERIO PARA PUERTA,,Niquelada - % - 10,,,,38300,26.97,21
239042,ARTICULOS PARA COLOCAR CORTINAS,,"Caño-Cortina Zincado Mate de 1/2"" x 4 Metros","Caño-Cortina Zincado Mate de 1/2"" x 4 Metros",c/u,30,10500,7.39,87
239044,ARTICULOS PARA COLOCAR CORTINAS,,"Caño-Cortina Zincado Mate de 5/8"" x 4 Metros","Caño-Cortina Zincado Mate de 5/8"" x 4 Metros",c/u,20,9650,6.80,87
239050,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,Caño Blanco,,c/u,,4000,2.82,26
239051,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,Cromado,,c/u,,3900,2.75,26
239053,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,Caño Blanco c/u,,,,4350,3.06,26
239054,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,Cromado,,c/u,,4800,3.38,26
239055,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,C/Alas 11 Varilla c/u,,,,3950,2.78,26
239056,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,Simple 7 Varillas c/u,,,,4250,2.99,26
239057,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,45 Cm/7 Varillas,45 Cm/7 Varillas,c/u,,5000,3.52,26
239058,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,45 Cm/9 Varillas,45 Cm/9 Varillas,c/u,,4000,2.82,26
239059,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,100 Cm/7 Varilla,100 Cm/7 Varilla,c/u,,4850,3.42,26
239060,ESCUADRAS PARA SOPORTAR ESTANTES,ESCURRIDORES y TENDER,100 Cm/9 Varilla,100 Cm/9 Varilla,c/u,,4850,3.42,26
240001,TEJIDOS MEDIA SOMBRA,,"Tejido Media Sombra Negro Liviano - 4,20 x 50 Metros","Tejido Media Sombra Negro Liviano - 4,20 x 50 Metros",Rollo,,63500,44.72,89
240006,TEJIDOS MEDIA SOMBRA,,"Tejido Media Sombra Negro Liviano - 4,20 x 100 Metros","Tejido Media Sombra Negro Liviano - 4,20 x 100 Metros",Rollo,,72800,51.27,89
240007,TEJIDOS MEDIA SOMBRA,,"Tejido Media Sombra Negro Liviano - 2,10 x 50 Metros","Tejido Media Sombra Negro Liviano - 2,10 x 50 Metros",Rollo,,63600,44.79,89
240008,TEJIDOS MEDIA SOMBRA,,"Tejido Media Sombra Negro Pesado - 4,20 x 50 Metros","Tejido Media Sombra Negro Pesado - 4,20 x 50 Metros",Rollo,,67800,47.75,89
240009,TEJIDOS MEDIA SOMBRA,,"Tejido Media Sombra Negro Pesado - 4,20 x 100 Metros","Tejido Media Sombra Negro Pesado - 4,20 x 100 Metros",Rollo,,62200,43.80,89
240012,TEJIDOS MEDIA SOMBRA,,Gancho Para Sujetar Tejido Media Sombra x 100 Unidad - %,,,,41800,29.44,89
240014,TEJIDOS MEDIA SOMBRA,,"Tejido Media Sombra Verde Liviano - 4,20 x 100 Metros","Tejido Media Sombra Verde Liviano - 4,20 x 100 Metros",Rollo,,66900,47.11,89
240024,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",4 mm - Metro 100,4 mm,,,8550,6.02,28
240025,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",5 mm - Metro 100,5 mm,,,8400,5.92,28
240026,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",6 mm - Metro 100,6 mm,,,7800,5.49,28
240028,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",8 mm - Metro 100,8 mm,,,8150,5.74,28
240029,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",10 mm Metro 100 - Hilo Polipropileno,10 mm Metro 100,,,8500,5.99,28
240030,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",12 mm Metro 100,12 mm Metro 100,,,8750,6.16,28
240044,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",3 mm - Metro 150,3 mm,,,7700,5.42,28
240045,TEJIDOS MEDIA SOMBRA,TEJIDO RAFIA VERDE - PARA CERCOS,"Tejido Rafia Verde - 1,50 x 100 Metros","Tejido Rafia Verde - 1,50 x 100 Metros",Rollo,,63200,44.51,89
240046,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",16 mm Metro 100,16 mm Metro 100,,,8600,6.06,28
240047,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",18 mm Metro 100,18 mm Metro 100,,,8350,5.88,28
240051,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",14 mm Metro 100 - Código - Descripción - U/Vta,14 mm Metro 100,,,8100,5.70,28
240052,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",2 mm - Metro 200,2 mm,,,8850,6.23,28
240066,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",25 mm Metro 100 - Código - Descripción - U/Vta,25 mm Metro 100,,,8000,5.63,28
240068,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",28 mm Metro 100,28 mm Metro 100,,,7750,5.46,28
240069,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",5 mm - Metro 100,5 mm,,,7950,5.60,28
240070,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",6 mm - Metro 100,6 mm,,,7700,5.42,28
240071,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",8 mm - Metro 100,8 mm,,,8300,5.85,28
240072,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",10 mm - Metro 100 - Cable de Acero Forrado,10 mm,,,8400,5.92,28
240078,ESCUADRAS PARA SOPORTAR ESTANTES,Soga Para Arrancar Motores,4 mm - Metro 100,4 mm,,,8400,5.92,28
240079,ESCUADRAS PARA SOPORTAR ESTANTES,Soga Para Arrancar Motores,5 mm - Metro 100 - Código - Medida - U/Vta Caja x,5 mm,,,8600,6.06,28
240080,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",3 mm - Metro 150,3 mm,,,8500,5.99,28
240081,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",4 mm - Metro 100,4 mm,,,8700,6.13,28
240082,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",5 mm - Metro 100,5 mm,,,8450,5.95,28
240083,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",6 mm - Metro 100,6 mm,,,8000,5.63,28
240084,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",7 mm - Metro 100,7 mm,,,8250,5.81,28
240085,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",8 mm - Metro 100,8 mm,,,8250,5.81,28
240086,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",10 mm Metro 100,10 mm Metro 100,,,8600,6.06,28
240087,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",12 mm Metro 100,12 mm Metro 100,,,8000,5.63,28
240088,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",14 mm Metro 100,14 mm Metro 100,,,7650,5.39,28
240089,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",16 mm Metro 100,16 mm Metro 100,,,8800,6.20,28
240090,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",18 mm Metro 100,18 mm Metro 100,,,8850,6.23,28
240091,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",20 mm Metro 100,20 mm Metro 100,,,8250,5.81,28
240092,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",22 mm Metro 100 - Hilo Algodón,22 mm Metro 100,,,7750,5.46,28
240093,ESCUADRAS PARA SOPORTAR ESTANTES,"SOGAS, PIOLINES, CABLE ACERO y ACCESORIOS",24 mm Metro 100,24 mm Metro 100,,,8250,5.81,28
241002,CUCHARAS SOLDADA,AZADAS ALBAÑIL,Azada Albañil Con Ojo,,c/u,12,9250,6.51,56
241003,CUCHARAS SOLDADA,AZADAS ALBAÑIL,Azada Albañil Con Regatón,,c/u,12,9100,6.41,56
241004,CUCHARAS SOLDADA,,Cucharin Albañil N°5½,,c/u,12,10300,7.25,56
241005,CUCHARAS SOLDADA,,Cuchara Albañil N°6,,c/u,12,10300,7.25,56
241006,CUCHARAS SOLDADA,,Cuchara Albañil N°7,,c/u,12,10200,7.18,56
241007,CUCHARAS SOLDADA,,Cuchara Albañil N°8,,c/u,12,8000,5.63,56
241008,CUCHARAS SOLDADA,,Cuchara Albañil N°8M,Cuchara Albañil N°8M,c/u,12,12400,8.73,56
241009,CUCHARAS SOLDADA,,Cuchara Albañil N°8M,Cuchara Albañil N°8M,c/u,12,11900,8.38,56
241010,CUCHARAS SOLDADA,,Cuchara Yesero N°7½,,c/u,12,8650,6.09,56
241011,CUCHARAS SOLDADA,,Cuchara Yesero N°7B,,c/u,12,9500,6.69,56
241012,CUCHARAS SOLDADA,TIJERAS PARA LIGUSTRO,Tijera Ligustro Chayto 20 Cms,Tijera Ligustro Chayto 20 Cms,c/u,12,9700,6.83,56
241013,CUCHARAS SOLDADA,TIJERAS PARA LIGUSTRO,Tijera Ligustro Chayto 25 Cms,Tijera Ligustro Chayto 25 Cms,c/u,12,10200,7.18,56
241014,CUCHARAS SOLDADA,TIJERAS PARA LIGUSTRO,Tijera Ligustro Chayto 30 Cms,Tijera Ligustro Chayto 30 Cms,c/u,12,9750,6.87,56
241015,CUCHARAS SOLDADA,Hacha Tumba Tipo Argentina - 2 Kilos,Hacha Tumba Arg. Encabada,,c/u,12,7700,5.42,56
241018,CUCHARAS SOLDADA,,Cuchara Albañil N°7M,Cuchara Albañil N°7M,c/u,12,10900,7.68,56
241019,CUCHARAS SOLDADA,Pico Punta y Pala Encabado,Pico Pta. y Pala 75 mm Encabado,Pico Pta. y Pala 75 mm Encabado,c/u,12,11300,7.96,56
241020,CUCHARAS SOLDADA,MACHETES,"Machete Chayto de 20""","Machete Chayto de 20""",c/u,20,10900,7.68,56
241021,CUCHARAS SOLDADA,MACHETES,"Machete Chayto de 22""","Machete Chayto de 22""",c/u,20,10900,7.68,56
241029,"ARCOS DE SIERRA ""SIN PAR""",ARCOS DE SIERRA,Chayto,,c/u,12,8700,6.13,16
241030,RESORTES,Metro Madera,Simple,,c/u,12,2000,1.41,14
241031,RESORTES,Metro Madera,Doble,,c/u,12,2100,1.48,14
241038,CUCHARAS SOLDADA,Horquillas,Horquilla 6 Púas Cabo Largo,,c/u,4,9000,6.34,56
241039,CUCHARAS SOLDADA,Horquillas,Horquilla 6 Púas Cabo Corto,,c/u,4,8750,6.16,56
241040,CUCHARAS SOLDADA,Horquillas,Horquilla 4 Púas Cabo Largo,,c/u,4,9550,6.73,56
241041,CUCHARAS SOLDADA,Horquillas,Horquilla 4 Púas Cabo Corto,,c/u,4,7850,5.53,56
249001,CAJAS DE PVC,,Caja Herramientas Art 8001 - 33x17x14 Cms,Caja Herramientas Art 8001 - 33x17x14 Cms,c/u,12,2550,1.80,107
249002,CAJAS DE PVC,,Caja Herramientas Art 8107 - 33x17x13 Cms,Caja Herramientas Art 8107 - 33x17x13 Cms,c/u,12,2600,1.83,107
249003,CAJAS DE PVC,,Caja Herramientas Art 9000 - 41x19x17 Cms,Caja Herramientas Art 9000 - 41x19x17 Cms,c/u,9,2350,1.65,107
249004,CAJAS DE PVC,,Caja Herramientas Art 9101 - 41x19x17 Cms,Caja Herramientas Art 9101 - 41x19x17 Cms,c/u,9,2350,1.65,107
249005,CAJAS DE PVC,,Caja Para Taladro Art 40800 - 36x29x13 Cms,Caja Para Taladro Art 40800 - 36x29x13 Cms,c/u,12,2500,1.76,107
249006,CAJAS DE PVC,,Caja Botiquín Art 8100 - 33x17x14 Cms,Caja Botiquín Art 8100 - 33x17x14 Cms,c/u,12,2300,1.62,107
249007,CAJAS DE PVC,Organizador Multiuso - Cristal,Caja Multiuso Art 1112 - 18x10x04 Cms,Caja Multiuso Art 1112 - 18x10x04 Cms,c/u,30,2750,1.94,107
249008,CAJAS DE PVC,Organizador Multiuso - Cristal,Caja Multiuso Art 2215 - 22x12x04 Cms,Caja Multiuso Art 2215 - 22x12x04 Cms,c/u,24,2550,1.80,107
249009,CAJAS DE PVC,Organizador Multiuso - Cristal,Caja Multiuso Art 3324 - 26x16x04 Cms,Caja Multiuso Art 3324 - 26x16x04 Cms,c/u,18,2400,1.69,107
249010,CAJAS DE PVC,Organizador Multiuso - Cristal,Caja Organizador Art 5518 - 37x29x07 Cms,Caja Organizador Art 5518 - 37x29x07 Cms,c/u,12,2600,1.83,107
249011,CAJAS DE PVC,Organizador Multiuso - Cristal,Caja Organizador Doble Art 30600 - 20x12x31 Cmsc/u - 12,Caja Organizador Doble Art 30600 - 20x12x31 Cmsc/u,,,2750,1.94,107
249012,CAJAS DE PVC,Gavetero - Organizador,Gavetero 6 Cajones Art 30206 - 21x27x18 Cms,Gavetero 6 Cajones Art 30206 - 21x27x18 Cms,c/u,6,2650,1.87,108
249013,CAJAS DE PVC,Gavetero - Organizador,Gavetero 15 Cajones Art 30415 - 23x19x17 Cms,Gavetero 15 Cajones Art 30415 - 23x19x17 Cms,c/u,6,2150,1.51,108
249014,CAJAS DE PVC,Gavetero - Organizador,Gavetero 20 Cajones Art 30520 - 31x23x16 Cms,Gavetero 20 Cajones Art 30520 - 31x23x16 Cms,c/u,4,2650,1.87,108
249015,CAJAS DE PVC,Gavetero - Organizador,Gavetero 24 Cajones Art 30524 - 31x23x16 Cms,Gavetero 24 Cajones Art 30524 - 31x23x16 Cms,c/u,4,2650,1.87,108
249016,CAJAS DE PVC,Gavetero - Organizador,Gavetero 10 Cajones Art 30310 - 21x27x30 Cms,Gavetero 10 Cajones Art 30310 - 21x27x30 Cms,c/u,3,2750,1.94,108
249017,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Furybins N°3 - 30x10x10 Cms,Gaveta Furybins N°3 - 30x10x10 Cms,c/u,18,2150,1.51,108
249018,CAJAS DE PVC,"Gaveta ""FURYBINS""",Separador Para Gaveta Furybins N°23 - % - 1,,,,2200,1.55,108
249019,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Furybins N°2 - 18x10x08 Cms,Gaveta Furybins N°2 - 18x10x08 Cms,c/u,18,2450,1.73,108
249020,CAJAS DE PVC,"Gaveta ""FURYBINS""",Separador Para Gaveta Furybins N°5 - % - 1,,,,2450,1.73,108
249021,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Furybins N°4 - 30x14x13 Cms,Gaveta Furybins N°4 - 30x14x13 Cms,c/u,18,2600,1.83,108
249022,CAJAS DE PVC,"Gaveta ""FURYBINS""",Separador Para Gaveta Furybins N°2 - % - 1,,,,2350,1.65,108
249023,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Furybins N°5 - 30x21x16 Cms,Gaveta Furybins N°5 - 30x21x16 Cms,c/u,18,2700,1.90,108
249024,CAJAS DE PVC,Rack con Furybins,"Furyrack N°2, Art. RPS-60FB2 - 60 Furybins N°2",,c/u,,2700,1.90,108
249025,CAJAS DE PVC,Rack con Furybins,"Furyrack 44, Art. RPS-44FB - 44 Furybins Surtidos",,c/u,,2200,1.55,108
249026,CAJAS DE PVC,Rack con Furybins,"Furyrack N°3, Art. RPS-64FB3 - 64 Furybins N°3",,c/u,,2650,1.87,108
249027,CAJAS DE PVC,Rack con Furybins,"Furyrack N°4, Art. RPS-42FB4 - 42 Furybins N°4",,c/u,,2650,1.87,108
249028,CAJAS DE PVC,Rack con Furybins,"Furyrack N°5, Art. RPS-24FB5 - 24 Furybins N°5",,c/u,,2250,1.58,108
249029,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Furybins FBM-250 - 25x14x13 Cms,Gaveta Furybins FBM-250 - 25x14x13 Cms,c/u,20,2850,2.01,108
249031,CAJAS DE PVC,"Gaveta ""FURYBINS""",Separador Para Gaveta Furybins N°2 - % - 1,,,,2500,1.76,108
249032,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Para Estanterías GE 132/62,,c/u,20,2700,1.90,108
249034,CAJAS DE PVC,Rack con Furybins,"Furyrack FBM250, Art. RPS-54 - 54 Furybins FBM250",,c/u,,2650,1.87,108
249035,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Modular Volcable - 16x12x11 Cms,Gaveta Modular Volcable - 16x12x11 Cms,c/u,20,2250,1.58,108
249038,CAJAS DE PVC,"Gaveta ""FURYBINS""",Gaveta Furybins N°4 XL - 45x14x13 Cms,Gaveta Furybins N°4 XL - 45x14x13 Cms,c/u,18,2200,1.55,108
250001,CADENAS ESLABON CORTO DERECHO,,"N°30 Kilo - 5,7 Mts/Kgr","5,7 Mts/Kgr",,,17400,12.25,29
250002,CADENAS ESLABON CORTO DERECHO,,"N°35 Kilo - 4,5 Mts/Kgr","4,5 Mts/Kgr",,,10700,7.54,29
250003,CADENAS ESLABON CORTO DERECHO,,"N°40 Kilo - 2,9 Mts/Kgr","2,9 Mts/Kgr",,,19100,13.45,29
250004,CADENAS ESLABON CORTO DERECHO,,"N°45 Kilo - 2,8 Mts/Kgr","2,8 Mts/Kgr",,,18800,13.24,29
250005,CADENAS ESLABON CORTO DERECHO,,"N°50 Kilo - 2,1 Mts/Kgr","2,1 Mts/Kgr",,,1400,0.99,29
250006,CADENAS ESLABON CORTO DERECHO,,"N°55 Kilo - 1,8 Mts/Kgr","1,8 Mts/Kgr",,,18900,13.31,29
250007,CADENAS ESLABON CORTO DERECHO,,"N°60 Kilo - 1,4 Mts/Kgr","1,4 Mts/Kgr",,,8050,5.67,29
250008,CADENAS ESLABON CORTO DERECHO,,"N°70 Kilo - 1,0 Mt/Kgr","1,0 Mt/Kgr",,,3900,2.75,29
250009,CADENAS ESLABON CORTO DERECHO,,"N°80 Kilo - 0,8 Mt/Kgr","0,8 Mt/Kgr",,,4800,3.38,29
250010,CADENAS ESLABON CORTO DERECHO,,"N°100 Kilo - 0,5 Mt/Kgr","0,5 Mt/Kgr",,,4600,3.24,29
250011,CADENAS ESLABON CORTO DERECHO,,"N°130 Kilo - 0,28 Mt/Kgr","0,28 Mt/Kgr",,,3950,2.78,29
250012,CADENAS ESLABON CORTO DERECHO,,"N°25 Kilo - 9,0 Mts/Kgr","9,0 Mts/Kgr",,,1500,1.06,29
250014,CADENAS ESLABON CORTO DERECHO,,"N°160 Kilo - 0,20 Mt/Kgr","0,20 Mt/Kgr",,,4300,3.03,29
250018,CADENAS ESLABON CORTO DERECHO,,"N°90 Kilo - 0,6 Mt/Kgr","0,6 Mt/Kgr",,,4500,3.17,29
250021,CADENAS ESLABON CORTO DERECHO,,"N°110 Kilo - 0,40 Mt/Kgr","0,40 Mt/Kgr",,,4600,3.24,29
250022,CADENAS ESLABON CORTO DERECHO,,"N°120 Kilo - 0,30 Mt/Kgr","0,30 Mt/Kgr",,,4300,3.03,29
250023,CADENAS ESLABON CORTO DERECHO,,"N°160 Kilo - 0,05 Mt/Kgr","0,05 Mt/Kgr",,,4150,2.92,29
250024,CADENAS ESLABON CORTO DERECHO,,"N°140 Kilo - 0,24 Mt/Kgr","0,24 Mt/Kgr",,,3950,2.78,29
251001,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Fresadora,"Fresadora C/Fresa ½""",,c/u,10,22500,15.85,38
251002,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Llave Múltiple,Llave Múltiple Para Plomero,,c/u,10,23500,16.55,38
251003,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Corta-Caño de Cobre,Corta-Caño de Cobre,,c/u,10,20200,14.23,38
251004,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Corta-Caño de Cobre,Rueda Widia p/Corta-Caño x 6 Unid - Blíster 10,,,,22100,15.56,38
251005,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Pestañadora,Pestañadora Standard,,c/u,10,19000,13.38,38
251006,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Lápiz Con Punta de Widia,"Lápiz Punta de Widia ""ONWARD"" x 10 Unidades - Blíster 1",,,,24400,17.18,38
251007,"ARCOS DE SIERRA ""SIN PAR""",ARCOS DE SIERRA,Onward,,c/u,10,7400,5.21,16
251010,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Fresadora,"Fresa Repuesto de 3/8"" x 6 Unid - Blíster - 10","Fresa Repuesto de 3/8"" x 6 Unid",,,33800,23.80,38
251011,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Fresadora,"Fresa Repuesto de 1/2"" x 6 Unid - Blíster - 10","Fresa Repuesto de 1/2"" x 6 Unid",,,33400,23.52,38
251012,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Fresadora,"Fresa Repuesto de 3/4"" x 6 Unid - Blíster - 10","Fresa Repuesto de 3/4"" x 6 Unid",,,32100,22.61,38
251013,ACCESORIOS PARA DESTAPAR CAÑERIAS,,"Fleje de PVC 1,50 Mts, Con Terminal de Bronce","Fleje de PVC 1,50 Mts, Con Terminal de Bronce",c/u,10,20300,14.30,30
251015,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Termofusora,Termofusora 800 Watts -20/25/32 mm,Termofusora 800 Watts -20/25/32 mm,c/u,1,35900,25.28,38
251016,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Termofusora,"Termofusora 800 Watts -½, ¾ y 1""","Termofusora 800 Watts -½, ¾ y 1""",c/u,1,34300,24.15,38
251017,HERRAMIENTAS PARA INSTALACION O REPARACION DE PLOMERIA,Termofusora,20 mm,20 mm,c/u,6,36300,25.56,38
