Codigo,Categoria,Subcategoria,Articulo / Descripcion,Medida,Unidad de Venta,Cantidad por Caja/Paq,Precio Estimado (ARS),Precio (USD),Pagina del Catalogo
143390,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,"11,00",,,,4750,3.35,42
143391,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,"11,25",,,,4950,3.49,42
143392,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,"11,50",,,,4500,3.17,42
143393,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,"11,75",,,,4350,3.06,42
143394,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,"12,00",,,,4400,3.10,42
143400,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"2,50",,,,5600,3.94,42
143401,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"3,30",,,,4750,3.35,42
143402,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"3,60",,,,5300,3.73,42
143403,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"4,20",,,,5000,3.52,42
143404,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"4,90",,,,4500,3.17,42
143405,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"5,10",,,,4600,3.24,42
143406,MECHAS ACERO RAPIDO,Mecha Ezeta Acero Rápido Doble Punta,"6,10",,,,4900,3.45,42
143500,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"1,00",,,,4900,3.45,42
143501,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"1,25",,,,5050,3.56,42
143502,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"1,60",,,,4500,3.17,42
143503,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"2,00",,,,4800,3.38,42
143504,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"2,50",,,,4650,3.27,42
143505,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"3,15",,,,4850,3.42,42
143506,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"4,00",,,,4750,3.35,42
143507,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"5,00",,,,5150,3.63,42
143508,MECHAS ACERO RAPIDO,Broca de Centrar TZN,"6,00",,,,5450,3.84,42
143612,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"8,00",,,,23000,16.20,44
143613,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"8,25",,,,19100,13.45,44
143614,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"8,50",,,,19300,13.59,44
143615,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"8,75",,,,23200,16.34,44
143616,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"9,00",,,,20600,14.51,44
143617,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"9,25",,,,23500,16.55,44
143618,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"9,50",,,,23000,16.20,44
143619,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"9,75",,,,24700,17.39,44
143620,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"10,00",,,,24500,17.25,44
143621,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"10,25",,,,20900,14.72,44
143622,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"10,50",,,,22500,15.85,44
143623,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"10,75",,,,19600,13.80,44
143624,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"11,00",,,,21000,14.79,44
143625,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"11,25",,,,25100,17.68,44
143626,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"11,50",,,,23300,16.41,44
143627,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"11,75",,,,21300,15.00,44
143628,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"12,00",,,,22600,15.92,44
143629,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"12,25",,,,24900,17.54,44
143630,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"12,50",,,,20700,14.58,44
143631,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"12,75",,,,21200,14.93,44
143632,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"13,00",,,,23900,16.83,44
143633,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"13,25",,,,24100,16.97,44
143634,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"13,50",,,,23100,16.27,44
143635,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"13,75",,,,24200,17.04,44
143636,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"14,00",,,,23600,16.62,44
143637,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"14,25",,,,23200,16.34,44
143638,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"14,50",,,,22200,15.63,44
143639,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"14,75",,,,23000,16.20,44
143640,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"15,00",,,,21500,15.14,44
143641,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"15,25",,,,21100,14.86,44
143642,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"15,50",,,,21100,14.86,44
143643,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"15,75",,,,19900,14.01,44
143644,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"16,00",,,,20100,14.15,44
143645,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"16,25",,,,25000,17.61,44
143646,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"16,50",,,,21900,15.42,44
143647,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"16,75",,,,20200,14.23,44
143648,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"17,00",,,,19600,13.80,44
143649,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"17,25",,,,19200,13.52,44
143650,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"17,50",,,,24300,17.11,44
143651,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"17,75",,,,19400,13.66,44
143652,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"18,00",,,,23800,16.76,44
143653,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"18,25",,,,24200,17.04,44
143654,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"18,50",,,,24500,17.25,44
143655,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"18,75",,,,18900,13.31,44
143656,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"19,00",,,,20900,14.72,44
143657,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"19,25",,,,23800,16.76,44
143658,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"19,50",,,,19600,13.80,44
143659,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"19,75",,,,21200,14.93,44
143660,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"20,00",,,,19800,13.94,44
143661,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"20,25",,,,24200,17.04,44
143662,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"20,50",,,,23800,16.76,44
143663,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"20,75",,,,24000,16.90,44
143664,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"21,00",,,,19800,13.94,44
143665,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"21,25",,,,21600,15.21,44
143666,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"21,50",,,,21400,15.07,44
143667,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"21,75",,,,23200,16.34,44
143668,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"22,00",,,,20300,14.30,44
143669,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"22,25",,,,21600,15.21,44
143670,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"22,50",,,,20600,14.51,44
143671,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"22,75",,,,23600,16.62,44
143672,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"23,00",,,,21700,15.28,44
143673,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"23,25",,,,22200,15.63,44
143674,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"23,50",,,,20700,14.58,44
143675,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"23,75",,,,24000,16.90,44
143676,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"24,00",,,,21800,15.35,44
143677,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"24,25",,,,24200,17.04,44
143678,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"24,50",,,,21100,14.86,44
143679,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"24,75",,,,25000,17.61,44
143680,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"25,00",,,,25200,17.75,44
143681,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"25,25",,,,21700,15.28,44
143682,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"25,50",,,,20600,14.51,44
143683,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"25,75",,,,21200,14.93,44
143684,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"26,00",,,,22200,15.63,44
143685,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"26,25",,,,25100,17.68,44
143686,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"26,50",,,,24100,16.97,44
143687,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"26,75",,,,24000,16.90,44
143688,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"27,00",,,,19600,13.80,44
143689,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"27,25",,,,20400,14.37,44
143690,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"27,50",,,,22900,16.13,44
143691,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"27,75",,,,24500,17.25,44
143692,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"28,00",,,,22400,15.77,44
143693,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"28,25",,,,19400,13.66,44
143694,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"28,50",,,,24300,17.11,44
143695,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"28,75",,,,24300,17.11,44
143696,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"29,00",,,,20600,14.51,44
143697,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"29,75",,,,23700,16.69,44
143698,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"29,25",,,,20500,14.44,44
143699,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"29,50",,,,24700,17.39,44
143700,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"30,00",,,,19700,13.87,44
143701,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"30,25",,,,21600,15.21,44
143702,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"30,50",,,,24900,17.54,44
143703,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"30,75",,,,20200,14.23,44
143704,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"31,00",,,,21700,15.28,44
143705,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"31,25",,,,21000,14.79,44
143706,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"31,50",,,,18900,13.31,44
143707,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"31,75",,,,19100,13.45,44
143708,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"32,00",,,,22000,15.49,44
143709,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"32,25",,,,20300,14.30,44
143710,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"32,50",,,,25300,17.82,44
143711,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"32,75",,,,21200,14.93,44
143712,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"33,00",,,,18900,13.31,44
143713,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"33,25",,,,24800,17.46,44
143714,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"33,50",,,,24200,17.04,44
143715,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"33,75",,,,23000,16.20,44
143716,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"34,00",,,,23900,16.83,44
143717,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"34,25",,,,19600,13.80,44
143718,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"34,50",,,,20600,14.51,44
143719,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"34,75",,,,24200,17.04,44
143720,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"35,00",,,,23300,16.41,44
143721,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"35,25",,,,19600,13.80,44
143722,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"35,50",,,,23400,16.48,44
143723,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"35,75",,,,21700,15.28,44
143724,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"36,00",,,,18700,13.17,44
143725,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"36,25",,,,19200,13.52,44
143726,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"36,50",,,,20400,14.37,44
143727,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"36,75",,,,24200,17.04,44
143728,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"37,00",,,,22300,15.70,44
143729,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"37,25",,,,23500,16.55,44
143730,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"37,50",,,,22200,15.63,44
143731,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"37,75",,,,19400,13.66,44
143732,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"38,00",,,,20600,14.51,44
143733,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"38,25",,,,20700,14.58,44
143734,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"38,50",,,,19000,13.38,44
143735,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"38,75",,,,21500,15.14,44
143736,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"39,00",,,,23900,16.83,44
143737,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"39,25",,,,21700,15.28,44
143738,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"39,50",,,,19400,13.66,44
143739,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"39,75",,,,24700,17.39,44
143740,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"40,00",,,,22600,15.92,44
143741,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"40,25",,,,18800,13.24,44
143742,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"40,50",,,,22100,15.56,44
143743,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"40,75",,,,20300,14.30,44
143744,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"41,00",,,,19600,13.80,44
143745,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"41,25",,,,21500,15.14,44
143746,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"41,50",,,,22800,16.06,44
143747,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"41,75",,,,20300,14.30,44
143748,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"42,00",,,,21400,15.07,44
143749,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"42,25",,,,23100,16.27,44
143750,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"42,50",,,,19300,13.59,44
143751,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"42,75",,,,25100,17.68,44
143752,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"43,00",,,,19100,13.45,44
143753,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"43,25",,,,22200,15.63,44
143754,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"43,50",,,,22000,15.49,44
143755,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"43,75",,,,25200,17.75,44
143756,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"44,00",,,,22400,15.77,44
143757,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"44,25",,,,21300,15.00,44
143758,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"44,50",,,,21800,15.35,44
143759,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"44,75",,,,22900,16.13,44
143760,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"45,00",,,,25200,17.75,44
143761,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"45,25",,,,20400,14.37,44
143762,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"45,50",,,,18800,13.24,44
143763,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"45,75",,,,23900,16.83,44
143764,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"46,00",,,,21000,14.79,44
143765,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"46,25",,,,23500,16.55,44
143766,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"46,50",,,,22800,16.06,44
143767,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"46,75",,,,23800,16.76,44
143768,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"47,00",,,,23600,16.62,44
143769,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"47,25",,,,20900,14.72,44
143770,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"47,50",,,,19000,13.38,44
143771,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"47,75",,,,22300,15.70,44
143772,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"48,00",,,,24100,16.97,44
143773,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"48,25",,,,19900,14.01,44
143774,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"48,50",,,,23800,16.76,44
143775,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"48,75",,,,21800,15.35,44
143776,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"49,00",,,,23300,16.41,44
143777,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"49,25",,,,22900,16.13,44
143778,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"49,50",,,,24100,16.97,44
143779,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"49,75",,,,19100,13.45,44
143780,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"50,00",,,,23800,16.76,44
143782,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"56,00",,,,21700,15.28,44
143800,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"3,00",,,,20600,14.51,44
143801,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"4,00",,,,19000,13.38,44
143802,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"5,00",,,,20000,14.08,44
143803,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"6,00",,,,19000,13.38,44
143804,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"7,00",,,,24900,17.54,44
143805,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"8,00",,,,22100,15.56,44
143806,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"9,00",,,,25200,17.75,44
143807,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"10,00",,,,22300,15.70,44
143808,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"11,00",,,,20400,14.37,44
143809,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"12,00",,,,23700,16.69,44
143810,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"13,00",,,,20000,14.08,44
143811,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"14,00",,,,21100,14.86,44
143812,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"15,00",,,,23900,16.83,44
143813,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"16,00",,,,24400,17.18,44
143814,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"17,00",,,,20900,14.72,44
143815,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"18,00",,,,19500,13.73,44
143816,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"19,00",,,,21100,14.86,44
143817,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"20,00",,,,24600,17.32,44
143818,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"7,50",,,,23600,16.62,44
143819,JUEGOS DE MECHAS,Fresa Frontal de 4 Puntas FGCN,"3,50",,,,24600,17.32,44
143826,JUEGOS DE MECHAS,Mecha Acero Rápido TCC de 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 y 10 mm,Blíster 3+3 Mechas Acero Rápido y Widia - Blíster,Blíster 3+3 Mechas Acero Rápido y Widia,,,21300,15.00,43
143827,JUEGOS DE MECHAS,Mecha Acero Rápido TCC de 1 - 1.50 - 2 - 2.50 - 3 - 3.50 - 4 - 4.50,Blíster 5 Mechas Acero Rápido - Blíster,Blíster 5 Mechas Acero Rápido,,,25100,17.68,43
143828,JUEGOS DE MECHAS,Mecha Acero Rápido TCC de 2.50 - 3 - 4 - 5 y 6 mm,Blíster 5 Mechas Acero Rápido - Blíster,Blíster 5 Mechas Acero Rápido,,,22000,15.49,43
143829,JUEGOS DE MECHAS,Mecha Acero Rápido TCC de 4 - 6 - 7 - 8 y 10 mm,Blíster 9 Mechas Acero Rápido - Blíster,Blíster 9 Mechas Acero Rápido,,,22000,15.49,43
143887,JUEGOS DE MECHAS,Mecha Pta. Widia de 4 - 5 y 6 mm,Juego 4 Mechas Punta de Widia - Jgo,Juego 4 Mechas Punta de Widia,,,24800,17.46,43
143901,JUEGOS DE MECHAS,"Mecha Acero Rápido TCC de 2 - 3 - 4, 5 y 6 mm",Contenedor -Juego 11 Mechas Acero Rápido - Jgo,Contenedor -Juego 11 Mechas Acero Rápido,,,22100,15.56,43
143902,JUEGOS DE MECHAS,"Mecha Acero Rápido TCC de 2 - 3 - 4, 5 y 6 mm",Contenedor -Juego 19 Mechas Acero Rápido - Jgo,Contenedor -Juego 19 Mechas Acero Rápido,,,24000,16.90,43
143903,JUEGOS DE MECHAS,,Contenedor -Juego 6 Mechas Acero Rápido - Jgo,Contenedor -Juego 6 Mechas Acero Rápido,,,23500,16.55,43
143904,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,Exhibidor Chico Max Acero Rápido,,c/u,,4350,3.06,42
143909,JUEGOS DE MECHAS,Mecha Acero Rápido TCC de 1 - 1.50 - 2 - 2.50 - 3 - 3.50 - 4 - 4.50,Contenedor -Juego 25 Mechas Acero Rápido - Jgo,Contenedor -Juego 25 Mechas Acero Rápido,,,22700,15.99,43
143910,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,Exhibidor Grande Acero Rápido,,c/u,,5500,3.87,42
143912,MECHAS ACERO RAPIDO,Mecha Ezeta MAX Acero Rápido,Exhibidor Chico Acero Rápido,,c/u,,5050,3.56,42
143913,JUEGOS DE MECHAS,Mecha Ezeta Widia Larga - 400 mm,22,,,,20800,14.65,43
143932,JUEGOS DE MECHAS,Mecha TKN de Cabo Cónico,"51,00",,,,19200,13.52,44
144001,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°3 - 35 mm,35 mm,c/u,12,48700,34.30,22
144002,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°1 - 50 mm,50 mm,c/u,12,46000,32.39,22
144003,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°1 - 60x45 mm,60x45 mm,c/u,12,48300,34.01,22
144004,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°1 - 60x45 mm,60x45 mm,c/u,12,46900,33.03,22
144005,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°2 - 45x35 mm,45x35 mm,c/u,12,48900,34.44,22
144006,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°2 - 45x35 mm,45x35 mm,c/u,12,46400,32.68,22
144007,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°3 - 35x35 mm,35x35 mm,c/u,12,44000,30.99,22
144008,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°3 - 35x35 mm,35x35 mm,c/u,12,50300,35.42,22
144009,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°0 - 80x50 mm,80x50 mm,c/u,12,46400,32.68,22
144010,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°0 - 80x50 mm,80x50 mm,c/u,12,51300,36.13,22
144011,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°1 - 60x45 mm,60x45 mm,c/u,12,45800,32.25,22
144012,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",Niquelado,,c/u,12,40000,28.17,22
144013,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",Bronceado,,c/u,12,39700,27.96,22
144016,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°2 - 45x35 mm,45x35 mm,c/u,12,44300,31.20,22
144017,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°0 - 80x50 mm,80x50 mm,c/u,12,48500,34.15,22
144018,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",N°3 - 35x35 mm,35x35 mm,c/u,12,46500,32.75,22
144021,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",Doc. - 10,,,,38200,26.90,22
144022,MANIJAS TIPO MINISTERIO PARA PUERTA,"PASADORES, CADENAS DE SEGURIDAD y RETENES",41x15 mm Doc. - 10,41x15 mm Doc.,,,48900,34.44,22
